id,surfweight,year,age,sex,ethnicity,edu,lfs,partner,parent,number_children,tenure,hh_income,nzdep,migrant,disability,home_afford,life_satisfy,life_worth,health,tereo,gov_tereo,selfactual,trust,trust_police,trust_media,trust_parliament,voted,mwb,housecold,housedamp,moves,access_med,access_green,access_pt,neigh_connect,neigh_crime,victim,discrim,lonely,hardtalk,surfweight_1,surfweight_2,surfweight_3,surfweight_4,surfweight_5,surfweight_6,surfweight_7,surfweight_8,surfweight_9,surfweight_10,surfweight_11,surfweight_12,surfweight_13,surfweight_14,surfweight_15,surfweight_16,surfweight_17,surfweight_18,surfweight_19,surfweight_20,surfweight_21,surfweight_22,surfweight_23,surfweight_24,surfweight_25,surfweight_26,surfweight_27,surfweight_28,surfweight_29,surfweight_30,surfweight_31,surfweight_32,surfweight_33,surfweight_34,surfweight_35,surfweight_36,surfweight_37,surfweight_38,surfweight_39,surfweight_40,surfweight_41,surfweight_42,surfweight_43,surfweight_44,surfweight_45,surfweight_46,surfweight_47,surfweight_48,surfweight_49,surfweight_50,surfweight_51,surfweight_52,surfweight_53,surfweight_54,surfweight_55,surfweight_56,surfweight_57,surfweight_58,surfweight_59,surfweight_60,surfweight_61,surfweight_62,surfweight_63,surfweight_64,surfweight_65,surfweight_66,surfweight_67,surfweight_68,surfweight_69,surfweight_70,surfweight_71,surfweight_72,surfweight_73,surfweight_74,surfweight_75,surfweight_76,surfweight_77,surfweight_78,surfweight_79,surfweight_80,surfweight_81,surfweight_82,surfweight_83,surfweight_84,surfweight_85,surfweight_86,surfweight_87,surfweight_88,surfweight_89,surfweight_90,surfweight_91,surfweight_92,surfweight_93,surfweight_94,surfweight_95,surfweight_96,surfweight_97,surfweight_98,surfweight_99,surfweight_100
651,1375.751,2021,6,0,4,1,1,1,0,0,2,3,9,1,0,10,8,7,3,2,2,4,9,10,7,7,1,20,1,1,,,,,,8,0,1,1,1,1356.46,1388.114,1334.705,1383.269,1411.239,1430.969,1411.561,1328.238,1384.132,1323.192,1389.397,1419.419,1375.852,1314.656,1357.485,1356.738,1395.933,1380.505,1386.278,1310.717,1360.774,1464.819,1317.369,1366.424,1371.222,1347.096,1382.771,1384.353,1346.173,1369.167,1303.344,1466.818,1445.891,1326.235,1452.623,1314.768,1410.367,1424.949,1340.665,1345.889,1339.685,1423.086,1381.652,1375.728,1470.922,1523.148,1534.797,1480.354,66.20031,1497.83,1514.788,1573.799,1491.689,1533.928,1382.7,1343.707,1397.176,1331.817,1453.355,1339.654,1321.303,1355.181,1431.841,1378.11,1380.512,1388.668,1344.513,1359.649,1467.443,1380.948,1356.446,1407.674,1397.161,1375.208,1342.52,1365.639,1408.985,1390.505,1354.501,1418.449,1387.698,1383.451,1362.033,1314.67,1447.514,1361.21,1367.652,1348.038,1417.844,1328.896,1351.58,1401.275,1363.499,1336.34,1439.908,1401.255,1362.551,1337.422,1389.552,1373.075
652,9709.211,2021,3,1,4,2,1,1,1,2,2,2,3,1,0,8,7,8,4,1,3,5,7,7,5,5,0,8,3,2,,,,,,8,0,0,2,3,9567.725,9585.854,9691.146,9777.424,9729.407,9750.241,9933.533,9680.122,9635.454,9783.253,9678.377,9636.266,9591.22,9750.078,9782.951,9682.867,9537.153,9561.505,9825.402,9832.039,9874.065,10168.58,9649.177,9666.722,9566.146,9590.394,9728.33,9704.87,9587.75,9521.572,9566.1,9856.374,9845.893,9472.575,10019.42,9637.269,9668.507,9669.823,9486.709,9514.968,9624.737,9863.767,9799.349,9752.302,10649.7,10577,11067.2,10575.01,477.6043,10708.3,10803.18,10876.07,10604.87,10675.93,9638.007,9733.342,9908.803,9713.021,9797.938,9616.942,9589.267,9856.731,9695.483,9504.421,9644.229,9692.094,9646.492,9705.748,9688.861,9884.78,9716.749,9601.202,9659.723,10070.74,9604.896,9715.042,9605.313,9616.297,9759.581,9985.13,9622.93,9639.048,9718.319,9620.353,9681.538,9751.409,9806.299,9662.322,9779.123,9711.309,9570.539,9840.37,9622.864,9727.536,9909.384,9687.236,9608.575,9536.59,9734.332,9930.555
653,930.4944,2021,2,0,4,4,3,1,0,0,3,2,7,1,0,9,7,9,4,2,5,5,7,8,6,8,1,12,4,2,,,,,,9,1,1,3,2,929.9661,923.9279,905.0701,936.7145,948.2437,940.3558,950.4444,916.438,920.757,910.2253,931.6055,938.9074,910.6214,902.6235,925.4312,964.5439,918.3054,922.4156,938.4658,952.0257,927.1612,952.8582,914.2761,929.6129,906.991,942.1015,924.0814,954.4628,913.2175,908.5528,899.8871,947.9271,978.4984,910.1675,961.2626,906.7535,943.0041,930.08,911.7948,916.0138,917.9666,943.5751,950.3443,934.2394,916.6168,919.7227,929.1547,922.8816,961.4948,924.5671,951.9036,951.4833,918.7382,931.66,1010.064,998.5979,1023.422,994.625,1010.233,1004.006,994.6497,1010.425,35.19632,1036.501,1013.131,1017.543,940.2166,927.3536,914.3373,928.481,926.1136,930.5253,932.3975,932.2375,933.5539,938.0193,924.1811,913.7052,926.4869,950.4377,931.2798,926.0768,945.3887,929.3218,919.6967,931.8362,927.3704,925.767,939.9747,937.4376,927.0941,938.1903,927.2048,914.2072,957.3449,931.6829,911.3165,926.5897,941.5154,964.3843
654,3958.237,2021,6,1,3,1,1,0,0,0,2,2,9,1,0,7,7,6,3,1,3,5,8,8,2,4,1,18,1,1,,,,,,3,0,0,4,2,3900.556,3907.947,3950.872,3986.046,3966.471,3974.964,4049.688,3946.378,3928.168,3988.423,3945.667,3928.499,3910.135,3974.898,3988.3,3947.497,3888.093,3898.021,4005.606,4008.312,4025.445,4145.514,3933.763,3940.916,3899.913,3909.798,3966.032,3956.468,3908.72,3881.741,3899.894,4018.233,4013.96,3861.766,4084.704,3928.908,3941.643,3942.18,3867.528,3879.049,3923.799,4021.246,3994.984,3975.804,3925.758,3898.959,4079.661,3898.224,4183.925,3947.361,3982.335,4009.206,3909.234,3935.429,4272.926,4315.191,152.4933,4306.183,4343.83,4263.587,4251.317,4369.895,4298.407,4213.701,4275.684,4296.904,3932.668,3956.825,3949.941,4029.813,3961.31,3914.205,3938.062,4105.626,3915.71,3960.614,3915.88,3920.358,3978.772,4070.724,3923.062,3929.633,3961.951,3922.011,3946.956,3975.441,3997.818,3939.122,3986.739,3959.093,3901.704,4011.708,3923.036,3965.708,4039.844,3949.279,3917.21,3887.863,3968.479,4048.474
655,6456.985,2021,5,0,4,4,1,1,0,0,2,3,4,6,0,4,8,9,4,1,5,5,7,7,6,8,1,10,2,2,,,,,,3,0,1,1,3,6365.105,6358.569,6586.62,6414.919,6559.608,6754.719,6488.26,6362.158,6446.302,6504.781,6388.51,6399.189,6324.262,6344.748,6505.942,6553.504,6353.713,6438.609,6607.663,6639.68,6546.393,6678.878,6531.179,6443.307,6167.775,6303.545,6325.8,6588.653,6323.611,6320.433,6272.94,6613.854,6706.558,6245.952,6807.918,6349.74,6456.983,6376.855,6316.273,6326.177,6362.032,6657.612,6594.545,6488.76,6434.23,6423.444,6380.649,6422.518,6646.858,6401.317,6508.687,6643.022,6350.037,6503.226,6970.463,7046.65,249.3353,6904.179,7084.97,6994.989,6918.216,6963.985,7031.088,7139.668,6934.567,6961.261,6504.244,6338.196,6360.303,6410.064,6438.002,6702.414,6470.526,6621.817,6385.849,6523.948,6326.003,6519.642,6478.633,6505.964,6398.036,6399.653,6599.235,6456.159,6409.234,6435.792,6435.377,6458.408,6569.634,6422.709,6424.354,6440.999,6353.401,6471.291,6676.018,6422.542,6389.463,6325.182,6432.529,6524.743
656,1337.897,2021,6,0,4,1,1,1,0,0,2,1,2,1,0,10,9,10,5,1,1,5,8,9,5,4,1,19,1,1,,,,,,3,0,0,1,2,1322.591,1328.963,1302.411,1352.477,1342.607,1366.986,1363.373,1301.31,1361.949,1364.361,1343.832,1337.768,1320.274,1306.806,1362.336,1326.511,1343.169,1331.055,1357.308,1299.413,1361.543,1384.986,1319.147,1334.804,1311.57,1329.018,1328.742,1386.162,1313.493,1315.157,1302.052,1390.018,1385.909,1311.576,1372.295,1292.377,1355.909,1346.017,1318.481,1313.807,1313.35,1360.983,1361.833,1343.274,1328.133,1320.181,1332.713,1317.738,1343.82,1352.714,1342.442,1394.722,1317.681,1334.33,1460.309,1427.857,1477.252,1437.96,1463.719,1433.291,1445.908,50.43583,1458.811,1569.585,1439.029,1442.248,1371.421,1303.539,1303.793,1313.166,1335.705,1321.929,1352.258,1358.612,1357.993,1328.636,1325.396,1325.582,1349.432,1360.649,1349.45,1326.039,1356.502,1330.602,1336.654,1352.128,1318.649,1322.267,1351.76,1346.173,1327.274,1351.836,1323.671,1324.782,1367.137,1337.833,1296.786,1332.528,1332.004,1353.955
657,2063.56,2021,6,1,4,2,1,1,0,0,2,1,5,1,0,10,9,9,2,1,4,5,7,9,7,6,1,18,1,1,,,,,,4,0,0,1,2,2046.341,2055.728,2048.542,2082.399,2059.337,2114.676,2102.572,2023.194,2123.042,2028.124,2046.83,2076.643,2064.753,2021.104,2060.17,2046.258,2056.913,2033.006,2097.075,2061.778,2060.857,2158.146,2034.369,2044.639,2043.115,2044.07,2050.31,2077.079,2021.967,2048.242,1988.649,2161.634,2154.351,1980.944,2172.311,1999.33,2085.728,2115.385,2010.939,2023.561,2017.932,2119.135,2092.992,2059.792,2047.563,2040.291,2064.79,2021.471,2135.499,2039.194,2032.453,2111.911,2046.444,2078.943,2242.272,2202.156,2269.648,2201.447,2350.835,2212.623,2213.887,78.02495,2325.729,2177.961,2249.162,2234.792,2039.194,2043.9,2168.613,2055.846,2066.434,2077.604,2066.841,2043.7,2042.092,2074.021,2067.239,2124.352,2036.068,2111.542,2040.901,2043.275,2063.777,2009.882,2149.225,2050.3,2062.392,2037.648,2110.118,2036.202,2024.994,2095.488,2050.917,2011.75,2145.092,2069.771,2087.62,1999.273,2054.314,2075.723
658,2452.476,2021,6,1,4,4,1,0,0,0,2,2,7,6,0,10,7,8,4,1,1,3,7,8,6,6,1,20,2,1,,,,,,3,0,0,1,3,2416.394,2483.779,2498.871,2576.433,2478.809,2503.621,2460.912,2429.116,2415.133,2393.115,2511.929,2437.115,2423.938,2392.083,2439.417,2487.183,2368.767,2438.801,2446.934,2477.21,2378.691,2666.468,2328.871,2461.923,2403.618,2463.752,2417.976,2437.414,2377.833,2482.758,2339.785,2544.346,2632.423,2390.938,2651.919,2354.191,2460.935,2464.031,2374.53,2378.156,2416.937,2489.796,2510.291,2518.298,2367.538,2420.041,2412.431,2486.728,2485.365,2398.257,2461.104,2540.926,2514.124,2506.317,2642.039,2634.462,2709.361,2676.296,2688.662,2636.787,2740.899,91.67531,2652.907,2622.069,2639.787,2672.195,2520.119,2417.991,2432.399,2526.208,2414.814,2458.766,2471.472,2450.939,2362.597,2457.404,2454.031,2430.021,2420.867,2397.091,2477.284,2446.283,2511.92,2402.006,2443.377,2459.911,2508.075,2446.741,2516.64,2442.617,2422.279,2477.895,2396.877,2417.361,2471.329,2495.041,2365.663,2391.863,2447.274,2583.558
659,6002.507,2021,1,1,4,1,1,0,0,0,1,3,8,1,0,7,8,9,3,2,5,4,8,5,3,6,99,14,1,1,,,,,,2,0,1,2,2,6088.61,5973.03,5930.239,6040.807,6065.527,5937.813,6143.863,5860.266,5955.821,6146.551,5955.476,6210.271,5984.346,5911.228,5983.958,5883.336,6008.586,5861.61,5974.327,6061.401,6159.293,6193.708,5784.603,6170.411,6027.438,5973.631,5946.564,6084.81,5738.137,6040.894,5815.83,6045.545,6205.359,5933.543,6271.671,5922.392,6010.922,6212.517,5910.737,5889.154,5884.35,6190.943,6005.744,6036.248,6024.339,6001.617,5932.287,5968.498,6041.008,5911.335,6036.194,5865.774,5828.877,5970.688,6491.446,6566.967,6723.165,6603.35,232.9053,6585.517,6427.318,6432.342,6501.412,6428.506,6402.52,6605.016,5956.434,5950.468,6261.253,6067.008,6113.838,6007.719,6039.23,5975.646,5960.869,5952.521,6048.954,6312.737,5938.931,5874.736,5938.196,5973.965,6070.378,5930.759,5933.892,6084.49,6132.193,5929.13,5951.934,5905.61,5966.549,6039.542,5901.256,5913.021,6034.515,5986.239,6001.429,5946.759,6118.462,6015.824
660,480.5778,2021,3,1,1,99,1,1,1,2,1,2,10,99,0,5,6,5,3,1,4,4,8,9,7,10,1,7,1,2,,,,,,8,99,88,99,99,470.7943,473.937,475.9225,484.9697,486.8145,477.6522,496.9081,481.012,472.7314,479.4305,482.786,483.645,469.6254,492.4685,480.4543,471.0978,481.6253,475.3482,477.2106,476.139,494.3197,525.5812,470.0839,476.6236,468.0596,475.976,489.7322,479.6392,464.7849,472.9392,475.9878,484.602,480.4933,483.8336,488.3644,474.0532,482.6068,482.9045,474.9509,471.4489,477.1513,488.9206,474.9795,492.2922,466.9795,477.6747,503.6484,475.1635,507.2832,482.1137,486.9539,468.5409,466.5124,466.7962,521.0385,526.6924,538.5092,525.8448,18.12507,517.2753,509.0728,531.2172,528.7528,518.1387,514.137,527.3906,476.8465,486.2194,479.183,490.3978,476.0199,483.4945,482.8067,500.1529,470.3252,468.0672,485.1763,461.0922,488.6924,495.999,484.5166,485.1525,477.3083,477.6783,479.2982,475.2274,482.5573,475.6851,479.1692,468.8538,480.3164,494.6733,476.9461,489.9196,495.9504,476.8978,466.5847,475.7482,481.3902,483.1071
661,1529.191,2021,3,1,4,1,1,1,1,1,1,3,6,1,0,5,8,7,4,2,4,4,4,7,6,6,1,15,1,1,,,,,,5,1,0,1,3,1504.344,1563.855,1495.908,1543.986,1546.524,1551.479,1586.231,1535.685,1486.037,1479.267,1536.443,1582.733,1496.369,1499.721,1509.895,1523.314,1552.011,1529.005,1576.914,1460.358,1478.01,1607.112,1597.653,1511.498,1467.413,1495.704,1538.736,1532.827,1464.133,1533.021,1518.187,1565.292,1578.376,1512.935,1573.318,1487.336,1566.266,1530.404,1510.207,1509.696,1510.6,1588.287,1522.015,1582.941,1475.744,1521.454,1530.718,1520.745,1515.338,1549.075,1572.892,1522.02,1496.473,1502.57,1660.189,1642.114,1690.293,1685.232,58.6149,1666.297,1618.209,1633.05,1683.26,1653.366,1668.963,1691.869,1536.355,1531.66,1516.751,1544.844,1510.982,1563.016,1544.038,1542.346,1565.818,1489.149,1572.702,1473.673,1523.192,1601.455,1537.782,1543.899,1516.877,1497.033,1517.758,1502.943,1517.712,1528.634,1534.155,1513.518,1521.155,1529.609,1537.842,1523.864,1531.546,1546.869,1473.236,1553.832,1510.627,1571.276
662,4430.081,2021,6,0,4,4,1,1,0,0,3,2,3,1,0,4,5,5,3,1,5,4,7,5,4,5,1,13,2,1,,,,,,3,1,0,2,5,4409.725,4363.482,4454.347,4490.864,4378.738,4527.557,4588.33,4403.862,4388.578,4374.683,4417.156,4440.99,4459.01,4311.019,4431.331,4404.496,4419.089,4360.697,4464.484,4484.716,4412.695,4593.536,4464.521,4357.306,4297.614,4480.914,4395.913,4458.206,4377.008,4351.599,4379.512,4522.281,4597.259,4330.875,4556.985,4350.629,4436.822,4446.125,4338.177,4349.158,4368.346,4469.017,4565.735,4417.94,4425.697,4384.799,4425.63,4407.871,4444.224,4387.49,4409.609,4513.471,4473.8,4549.085,4787.583,4771.676,4848.736,4740.609,4889.744,4781.24,4826.525,4849.611,4844.116,4717.959,4809.607,170.2231,4363.456,4437.191,4372.5,4381.602,4445.084,4422.995,4396.434,4422.559,4531.167,4467.39,4414.485,4438.28,4402.587,4441.698,4396.544,4396.576,4499.279,4448.924,4426.715,4427.043,4491.209,4428.036,4436.882,4438.903,4376.957,4509.542,4378.75,4386.046,4495.248,4402.548,4408.644,4355.509,4443.123,4600.445
663,1235.207,2021,6,1,4,2,3,1,0,0,2,1,10,2,0,7,10,10,4,1,2,5,8,9,5,6,1,16,2,1,,,,,,3,0,0,1,2,1272.754,1208.599,1226.447,1255.599,1252.793,1236.834,1229.226,1221.13,1201.27,1231.722,1233.092,1227.813,1225.075,1239.888,1227.785,1245.252,1230.698,1212.423,1238.957,1238.153,1230.699,1277.524,1215.761,1246.697,1218.685,1234.426,1217.999,1240.125,1212.207,1223.808,1216.084,1274.225,1317.463,1207.75,1266.295,1199.146,1235.919,1231.568,1215.962,1219.303,1225.478,1254.077,1262.553,1245.342,1211.995,1219.005,1226.44,1220.779,1250.476,1241.743,1218.044,1280.632,1236.734,1248.229,1232.559,1241.152,1240.958,1230.125,1246.073,1216.296,1277.302,1226.023,1256.66,1211.86,1230.153,1228.357,1260.488,1201.898,1257.458,1228.432,1230.647,1222.125,1235.64,1250.7,1204.057,1239.899,1241.764,1219.749,1325.745,1324.285,1327.012,1325.988,42.70121,1336.425,1319.573,1356.86,1320.258,1341.641,1349.142,1322.283,1359.185,1238.031,1224.301,1216.344,1261.66,1254.146,1237.262,1252.364,1225.974,1246.244
664,1235.207,2021,5,0,4,1,3,1,0,0,2,3,2,2,0,5,6,8,2,1,2,4,8,9,5,5,1,14,2,1,,,,,,9,1,0,1,3,1272.754,1208.599,1226.447,1255.599,1252.793,1236.834,1229.226,1221.13,1201.27,1231.722,1233.092,1227.813,1225.075,1239.888,1227.785,1245.252,1230.698,1212.423,1238.957,1238.153,1230.699,1277.524,1215.761,1246.697,1218.685,1234.426,1217.999,1240.125,1212.207,1223.808,1216.084,1274.225,1317.463,1207.75,1266.295,1199.146,1235.919,1231.568,1215.962,1219.303,1225.478,1254.077,1262.553,1245.342,1211.995,1219.005,1226.44,1220.779,1250.476,1241.743,1218.044,1280.632,1236.734,1248.229,1232.559,1241.152,1240.958,1230.125,1246.073,1216.296,1277.302,1226.023,1256.66,1211.86,1230.153,1228.357,1260.488,1201.898,1257.458,1228.432,1230.647,1222.125,1235.64,1250.7,1204.057,1239.899,1241.764,1219.749,1325.745,1324.285,1327.012,1325.988,42.70121,1336.425,1319.573,1356.86,1320.258,1341.641,1349.142,1322.283,1359.185,1238.031,1224.301,1216.344,1261.66,1254.146,1237.262,1252.364,1225.974,1246.244
665,266.237,2021,1,0,3,1,1,0,0,0,2,3,4,1,0,9,7,8,3,2,4,5,5,8,5,8,99,77,1,1,,,,,,1,0,1,1,4,262.8887,266.1749,264.0119,269.6811,273.1997,272.7513,267.2243,267.2732,261.2291,262.2545,264.906,266.1815,259.8958,259.4627,271.6829,265.1595,267.1417,269.9326,266.5711,267.8452,264.9265,277.8797,257.8517,263.9787,262.5921,260.5728,266.2124,272.9564,260.9018,264.74,255.848,284.507,274.6669,258.5463,277.7639,256.0836,272.0252,264.8048,263.3795,261.9081,261.931,271.719,268.9205,265.224,272.305,264.5976,262.002,257.4219,277.5952,260.323,267.2617,271.9033,266.1772,265.0617,265.0369,272.8711,268.5937,258.296,275.369,262.0166,258.7016,261.0505,274.0267,265.1294,267.9189,269.8423,261.8078,265.2293,275.2729,266.3392,269.2411,266.4564,267.5579,268.742,261.3093,263.2743,270.892,256.6645,289.7242,295.322,287.558,287.1823,9.196878,286.1599,285.1022,286.2361,286.9589,284.9398,289.6469,284.1913,289.0824,263.8094,265.2549,261.5345,270.1638,272.3115,261.6115,261.705,267.8,268.8752
666,1673.91,2021,2,1,4,1,3,1,1,1,1,3,1,1,0,6,5,5,5,1,2,5,3,6,3,7,1,19,2,1,,,,,,4,0,0,1,3,1655.13,1651.578,1642.117,1712.411,1712.844,1696.914,1675.291,1688.442,1630.87,1633.403,1672.227,1677.975,1713.118,1652.932,1679.297,1665.772,1671.455,1634.528,1670.556,1747.229,1655.805,1747.87,1627.797,1698.56,1614.387,1702.709,1635.097,1688.276,1644.69,1667.143,1630.529,1722.156,1762.978,1623.011,1728.132,1613.327,1686.074,1697.031,1639.884,1641.241,1651.787,1700.271,1699.203,1688.018,1661.163,1651.688,1674.678,1640.272,1731.648,1660.414,1673.371,1705.51,1651.826,1692.827,1678.73,1626.529,1688.508,1674.39,1731.951,1651.008,1660.119,1643.098,1696.287,1751.721,1689.905,1651.377,1660.809,1686.95,1637.008,1685.828,1649.839,1682.408,1661.408,1755.43,1632.623,1658.223,1678.844,1656.055,1786.781,1831.552,1799.488,1798.649,1846.126,1799.198,1791.934,1799.784,58.41021,1791.235,1827.623,1792.938,1783.8,1686.882,1646.94,1678.11,1676.785,1691.683,1639.193,1684.603,1647.748,1780.313
667,3328.959,2021,5,0,4,1,1,0,0,0,2,1,3,1,1,7,5,8,2,1,1,5,9,10,0,0,1,14,1,1,,,,,,5,0,0,2,3,3343.765,3317.165,3258.089,3383.256,3396.393,3438.843,3299.219,3295.466,3307.308,3266.117,3350.385,3279.733,3278.064,3333.298,3347.174,3335.775,3347.893,3267.14,3359.503,3351.584,3262.579,3514.668,3196.607,3351.902,3220.254,3419.749,3278.273,3355.189,3240.77,3281.353,3214.601,3495.571,3459.242,3168.028,3447.355,3226.262,3291.758,3510.152,3251.499,3255.799,3253.177,3440.558,3396.006,3352.968,3382.274,3301.497,3346.686,3304.708,3353.306,3286.495,3345.016,3407.174,3245.585,3306.393,3329.905,3332.038,3403.918,3317.252,3336.855,3280.014,3303.347,3491.729,3310.109,3334.492,3340.617,3309.331,3319.111,3419.446,3255.791,3285.871,3296.782,3333.139,3312.402,3304.177,3317.777,3297.836,3309.384,3329.449,3560.847,3592.17,3676.758,3566.42,3612.143,3701.281,3547.015,3560.922,118.717,3594.564,3639.378,3537.009,3576.273,3409.825,3300.855,3225.426,3370.559,3382.606,3311.754,3338.236,3262.672,3388.845
668,1910.471,2021,5,1,4,4,3,0,0,0,2,3,6,1,0,6,4,6,2,1,4,5,6,6,5,5,1,19,2,1,,,,,,4,0,0,3,4,1888.835,1889.481,1866.888,1948.529,1892.107,1925.082,1924.025,1879.419,1956.613,1973.614,1904.767,1889.774,1883.065,1892.655,1946.149,1901.861,1917.311,1872.846,1942.641,1868.627,1948.339,1990.209,1859.761,1908.496,1868.911,1915.108,1882.322,1994.536,1872.162,1896.022,1854.611,1997.913,1997.207,1846.006,1958.694,1829.377,1926.802,1929.126,1877.413,1876.382,1874.251,1938.407,1963.791,1925.779,1877.894,1885.95,1906.886,1885.25,1929.321,1939.917,1887.367,1986.143,1865.455,1917.109,1914.864,1860.653,1946.738,1909.871,1924.596,1885.328,1915.353,1923.989,1930.171,2059.186,1889.272,1880.277,1985.246,1850.099,1878.755,1854.473,1912.972,1862.321,1919.822,1922.464,1929.02,1914.723,1882.877,1918.19,2082.031,66.23668,2071.416,2028.288,2110.589,2051.348,2062.454,2087.021,2042.717,2042.387,2095.358,2096.098,2045.197,1941.757,1884.21,1875.043,1961.213,1904.509,1866.63,1905.086,1882.316,1952.276
669,1612.54,2021,6,0,4,1,1,1,0,0,2,1,2,1,0,9,10,10,4,1,1,5,9,10,6,6,1,14,1,1,,,,,,3,0,0,2,5,1617.871,1605.061,1556.248,1649.625,1657.975,1691.871,1637.481,1570.308,1583.334,1576.932,1626.218,1627.957,1580.626,1593.52,1585.905,1618.379,1632.005,1642.232,1620.049,1569.843,1589.917,1698.318,1632.776,1620.09,1541.482,1598.506,1597.207,1649.461,1583.156,1603.933,1572.242,1671.653,1657.355,1575.79,1678.948,1556.311,1632.785,1615.609,1572.344,1567.626,1569.601,1671.078,1621.857,1628.106,1642.791,1590.864,1609.847,1595.156,1605.919,1579.381,1623.16,1683.495,1661.859,1630.254,1601.388,1576.692,1636.874,1559.809,1626.708,1586.242,1589.698,1594.419,1635.122,1662.687,1597.708,1624.191,1602.061,1601.798,1580.597,1621.004,1598.716,1648.257,1642.678,1643.511,1615.814,1573.412,1596.679,1563.613,1732.796,56.9594,1748.004,1749.211,1754.156,1753.53,1743.496,1754.835,1778.952,1714.196,1742.182,1692.186,1742.792,1619.886,1606.31,1610.947,1626.137,1631.51,1595.71,1582.112,1626.778,1615.27
670,11839.31,2021,4,1,4,2,1,0,0,0,1,3,6,1,0,6,6,9,5,2,3,5,8,6,0,0,1,12,1,2,,,,,,8,0,0,4,2,11875.11,11761.5,11582.53,12233.19,12115.41,12059.64,11994.29,11912.79,11722.32,11625.98,11680.43,12031.31,11722.52,11548.6,11818.68,11681.84,12348.38,11694.96,11947.05,11989.18,12050.81,12193.47,11720.52,11712.69,11441.06,11902.21,11677.88,11867.37,11664.28,11664.79,11506.12,12171.26,12188.36,11509.91,12377.5,11671.65,12051.98,11770.02,11577.36,11643.23,11638.44,12063.72,11996.2,11933.69,11775.03,11730.53,11677.32,11643.52,12209.81,11692,12029.16,12102.06,12179.98,11793.06,11686.37,11844.62,11846.9,11512.35,11954.01,11816.53,11967.84,11930.37,11887.31,11721.16,11631.18,11924.4,11683.36,11724.95,11889.06,11784.18,11830.3,11690.87,11854.45,11913.65,12166.54,12078.75,11745.76,11903.52,12675.94,420.4577,12591.79,12764.8,12826.49,12833.36,12698.22,12682.51,12874.86,12717.14,12925.78,12686.27,12719.03,12047.55,11702.07,11677.87,11850.87,11794.92,11745.33,11403.11,11596.31,12479.99
671,13053.7,2021,2,0,4,2,1,1,1,2,1,3,1,6,0,6,6,8,3,1,4,5,8,10,7,77,1,16,2,1,,,,,,4,0,1,1,1,13177.23,12867.55,12841.49,12836.3,13049.23,13519.58,13112.07,12934.26,13216.32,13104.5,12912.13,12993.15,12851.63,12791.07,13053.16,12896.26,13141.97,12999.86,13801.21,12937.51,13612.51,13182.61,12609.98,13198.26,12892.07,12833.67,12997.69,13075.51,12766.9,12758.28,12601.43,13146.29,13710.4,12581.11,14751.12,12642.28,12978.93,13015.85,12798.97,12923.82,12851.48,13338.46,13187.2,13105.38,12958.76,12930.98,13019.48,13266.88,13208.54,12909.45,12950.32,13295.24,12842.69,13108.75,13035.92,13083.12,13128.73,12866.52,12997.3,12906.87,12895.24,13173.96,13149.15,12746.36,12978.75,13047.34,13294.04,13329.6,12863.92,13188.5,13260.56,12935.81,13230.49,13123.71,13064.66,12992.66,12895.94,12941.27,13968.64,14450.04,14009.36,14056.99,14122.42,14360.02,13960.48,14099.75,13937.26,13942.37,456.3438,13931.79,14045.43,13374.84,13270.79,12939.06,13032.53,13219.83,13080.86,12996.07,13008.98,13103.86
672,2843.631,2021,5,0,4,3,1,1,0,0,2,2,2,6,0,6,6,10,2,1,4,3,9,9,7,9,1,7,2,2,,,,,,8,0,0,2,4,3160.708,2838.533,2727.352,3001.733,2967.024,2872.735,2842.643,2912.24,2726.304,2765.418,2806.49,2933.031,2801.79,2762.378,2797.155,2799.823,3079.896,2796.582,2846.162,2825.344,2896.377,2985.369,2698.161,2817.716,2725.49,2886.744,2792.337,2855.59,2798.214,2840.515,2718.278,2973.508,2965.542,2725.593,2985.011,2764.347,2922.469,2832.328,2767.975,2794.74,2788.047,2900.034,2891.207,2898.7,2726.515,2855.866,2814.028,2789.447,2965.702,2800.111,2893.128,2909.747,2925.714,2847.174,2794.48,2833.593,2851.191,2758.119,2865.865,2832.903,2875.26,2867.435,2867.077,2854.488,2772.983,2892.051,2808.038,2797.082,2906.385,2814.92,2811.53,2779.211,2854.125,2858.209,2909.558,2936.853,2850.872,2849.351,2805.123,2940.383,2809.977,2855.478,2854.395,2835.238,2800.319,2795.894,2884.005,2821.763,2901.625,2798.305,2839.07,3242.512,3080.34,3062.784,3133.885,3154.59,3088.367,3014.601,3048.507,143.7556
