id,surfweight,year,age,sex,ethnicity,edu,lfs,partner,parent,number_children,tenure,hh_income,nzdep,migrant,disability,home_afford,life_satisfy,life_worth,health,tereo,gov_tereo,selfactual,trust,trust_police,trust_media,trust_parliament,voted,mwb,housecold,housedamp,moves,access_med,access_green,access_pt,neigh_connect,neigh_crime,victim,discrim,lonely,hardtalk
504,11712.87,2021,5,0,4,2,1,0,0,0,3,1,6,6,0,3,4,5,1,1,4,1,7,7,10,7,0,8,4,2,,,,,,3,0,0,4,3
505,10602.04,2021,4,0,4,3,1,0,0,0,3,3,1,6,0,2,10,10,3,1,4,4,7,8,7,6,0,13,4,2,,,,,,8,0,0,2,2
506,6466.649,2021,3,1,4,4,1,1,1,2,1,3,2,1,0,10,8,8,5,1,4,5,7,8,4,6,1,19,1,2,,,,,,4,0,0,2,1
507,97.86972,2021,4,0,4,3,2,1,1,3,2,3,2,6,0,10,9,9,4,1,4,5,9,10,9,8,1,16,2,1,,,,,,4,0,0,1,2
508,566.6075,2021,5,1,1,1,3,1,0,0,2,3,5,1,1,8,6,9,2,1,1,4,9,9,2,4,1,16,2,2,,,,,,3,0,0,1,5
509,1158.016,2021,6,0,3,3,1,0,0,0,3,2,9,1,0,10,5,8,5,1,4,5,7,8,6,8,1,19,1,1,,,,,,3,0,1,2,3
510,2846.549,2021,6,1,1,4,1,1,0,0,1,1,7,1,1,5,7,8,4,2,4,5,8,9,3,0,0,16,1,1,,,,,,8,0,1,1,2
511,2846.549,2021,5,0,1,1,1,0,0,0,3,2,8,1,1,5,0,4,1,2,4,3,3,6,1,5,1,7,4,1,,,,,,5,1,1,5,5
512,21338.32,2021,1,0,4,1,1,0,0,0,3,1,7,1,0,8,7,9,4,2,5,5,0,9,6,9,1,17,3,2,,,,,,3,0,0,2,3
513,256.5708,2021,4,1,1,3,2,0,0,0,3,1,1,6,0,5,5,5,1,1,4,5,8,6,6,7,1,12,2,1,,,,,,4,0,0,5,4
514,1916.983,2021,5,0,4,2,3,0,0,0,1,1,8,6,0,7,8,7,3,1,5,4,7,7,6,6,1,14,1,2,,,,,,5,0,0,2,3
515,1043.077,2021,6,0,1,2,1,0,0,0,2,1,10,1,0,2,8,10,3,2,3,4,5,10,5,10,1,17,1,1,,,,,,4,0,0,1,1
516,6380.376,2021,4,0,4,3,1,1,0,0,1,3,4,1,1,10,6,10,4,1,4,5,7,10,2,0,0,14,2,1,,,,,,8,0,0,2,1
517,6601.8,2021,3,1,4,3,1,1,1,4,1,3,6,6,0,9,8,10,3,1,1,5,7,9,7,9,0,11,2,1,,,,,,8,0,1,1,2
518,3808.186,2021,2,0,4,4,1,1,0,0,1,3,4,1,0,9,8,7,5,1,5,5,9,9,8,9,1,19,99,2,,,,,,9,0,1,2,3
519,1066.941,2021,2,0,1,1,1,0,0,0,3,3,9,6,0,3,7,8,2,1,4,3,5,4,3,6,1,5,4,2,,,,,,8,0,1,1,1
520,5053.432,2021,6,0,4,2,1,1,0,0,3,1,10,5,1,8,8,10,4,1,2,5,7,4,5,6,1,14,1,1,,,,,,8,0,0,3,6
521,4855.796,2021,2,0,4,3,1,1,0,0,3,2,9,5,0,5,10,10,5,1,4,5,7,9,6,9,0,12,3,2,,,,,,8,0,0,1,3
522,4062.497,2021,4,0,4,3,1,1,1,1,1,3,2,6,1,0,7,9,1,1,5,3,7,5,8,6,1,3,1,1,,,,,,5,1,1,3,6
523,10650.61,2021,2,0,4,2,1,0,0,0,3,1,10,4,0,0,3,3,3,1,4,4,2,0,0,0,0,12,1,2,,,,,,9,1,0,1,2
524,2363.504,2021,2,0,4,3,3,1,0,0,1,3,10,1,0,7,8,9,3,2,3,5,8,9,4,7,1,13,99,2,,,,,,9,0,0,1,1
525,2392.988,2021,1,1,4,1,3,0,0,0,3,3,10,1,0,4,5,6,4,3,5,4,7,8,5,5,0,0,1,1,,,,,,5,0,1,2,2
526,1403.913,2021,3,0,1,4,3,0,0,0,1,3,2,2,0,7,8,8,5,1,4,4,8,8,5,6,1,16,99,1,,,,,,4,0,0,1,3
527,4523.348,2021,6,0,4,2,1,0,0,0,3,1,7,6,0,9,7,8,3,1,5,4,8,9,8,8,0,13,99,1,,,,,,5,0,0,2,2
528,1786.283,2021,3,1,4,1,1,0,1,2,1,3,5,1,0,7,7,10,4,1,4,4,9,10,8,8,1,19,2,1,,,,,,8,1,1,2,3
529,771.2234,2021,2,1,1,2,1,1,0,0,3,2,7,1,0,6,8,8,4,2,3,5,10,8,6,5,1,18,1,1,,,,,,8,0,0,1,1
530,208.3685,2021,1,0,1,4,3,0,0,0,1,3,5,1,0,5,7,9,4,3,5,4,8,9,7,9,1,16,2,2,,,,,,9,0,0,2,4
531,902.2654,2021,2,0,4,2,3,1,0,0,1,3,10,1,0,7,9,9,5,2,5,5,7,9,7,7,1,18,2,2,,,,,,3,0,0,1,1
532,6007.309,2021,6,0,4,3,1,0,0,0,1,1,7,1,1,4,6,6,5,1,3,4,7,2,1,3,1,9,1,1,,,,,,5,0,1,1,5
533,9983.067,2021,6,1,4,1,1,0,0,0,2,1,5,1,1,6,5,6,2,1,1,5,5,10,0,7,1,14,4,3,,,,,,8,0,0,3,2
534,797.3518,2021,5,1,4,2,3,1,0,0,1,3,9,1,0,8,10,8,3,1,4,4,8,9,5,5,1,15,1,1,,,,,,8,0,0,1,2
535,1557.424,2021,2,0,4,2,3,0,1,2,3,1,7,1,0,9,8,9,3,3,4,5,7,10,7,8,1,8,3,3,,,,,,8,0,0,1,3
536,8014.789,2021,2,0,4,4,1,1,0,0,1,2,6,6,0,5,8,7,3,1,2,4,9,8,8,8,0,16,1,1,,,,,,4,0,0,3,2
537,712.0853,2021,4,1,1,3,1,0,0,0,2,2,6,6,0,5,7,7,3,1,4,4,7,8,8,8,1,12,3,2,,,,,,3,0,0,2,3
538,14866.21,2021,3,1,4,2,1,1,1,2,1,3,3,1,0,5,9,9,3,2,4,5,7,10,5,7,0,14,1,1,,,,,,8,0,0,1,2
539,837.7709,2021,6,1,4,2,3,1,0,0,2,1,10,2,0,7,10,10,4,1,2,5,8,9,5,6,1,16,2,1,,,,,,3,0,0,1,2
540,113.6625,2021,4,1,3,1,1,0,0,0,1,2,8,1,0,7,8,7,4,1,3,4,7,4,3,4,1,20,2,2,,,,,,4,0,0,2,2
541,5033.305,2021,2,0,4,4,1,0,1,3,3,1,10,1,0,8,7,10,2,3,4,4,7,4,5,6,1,15,4,3,,,,,,5,0,1,1,1
542,891.5598,2021,5,1,4,1,3,1,0,0,1,1,10,1,1,5,7,10,1,2,3,3,5,7,2,3,1,12,3,2,,,,,,3,1,0,3,5
543,138.8641,2021,1,0,3,1,3,0,0,0,3,3,1,6,0,8,7,9,4,1,4,5,5,0,4,7,1,17,1,2,,,,,,3,0,1,1,2
544,6911.301,2021,3,0,4,3,1,1,1,2,1,3,8,1,0,7,9,10,5,2,3,5,7,8,7,7,1,16,1,1,,,,,,5,0,0,1,1
545,7319.26,2021,5,0,4,1,1,0,0,0,1,3,2,1,0,7,6,7,2,2,4,5,8,8,3,5,1,9,2,2,,,,,,4,0,1,1,2
546,2927.704,2021,2,1,4,1,1,0,0,0,3,2,10,2,0,5,6,7,1,2,4,4,5,8,5,7,0,14,1,2,,,,,,4,0,0,1,1
547,602.9279,2021,4,0,1,4,1,0,0,0,3,1,9,6,0,4,4,7,2,2,3,3,7,9,1,2,1,7,2,1,,,,,,9,0,0,3,4
548,1664.036,2021,6,1,4,2,1,1,0,0,2,1,6,2,0,5,4,7,2,1,2,5,7,9,5,4,1,14,3,1,,,,,,3,0,0,1,3
549,199.4579,2021,6,1,1,3,3,0,0,0,2,1,8,2,0,2,8,6,3,1,3,4,0,5,0,0,1,14,2,1,,,,,,4,0,0,3,3
550,1132.119,2021,6,0,4,1,3,0,0,0,2,1,5,1,0,5,2,8,1,1,4,5,8,9,4,4,1,19,1,1,,,,,,4,0,0,2,1
551,356.3727,2021,2,1,1,2,3,1,1,3,3,1,4,6,0,10,9,9,5,1,2,4,8,10,6,10,0,13,1,1,,,,,,8,0,0,5,5
552,3156.403,2021,2,1,4,1,1,1,1,1,3,2,6,1,0,9,9,9,3,1,5,5,5,9,7,7,0,16,3,1,,,,,,8,0,0,1,4
553,231.736,2021,6,1,1,2,1,1,0,0,2,1,5,6,0,8,10,8,3,1,2,4,8,9,0,3,1,20,1,1,,,,,,3,0,1,1,4
554,4542.942,2021,5,0,4,1,3,1,0,0,2,3,3,1,0,10,0,10,5,1,3,5,6,8,3,5,0,12,1,2,,,,,,3,1,0,2,4
555,7743.343,2021,3,0,4,3,1,1,1,1,3,2,9,1,0,3,8,5,4,1,2,3,3,5,0,0,1,14,4,1,,,,,,2,1,0,2,5
556,2958.246,2021,4,1,1,1,1,0,0,0,3,2,7,6,0,5,7,8,4,1,4,4,6,4,3,3,1,17,1,1,,,,,,4,0,0,2,2
557,4057.743,2021,5,0,4,1,1,1,0,0,1,1,6,1,0,9,8,9,3,1,2,5,6,9,3,5,1,14,1,1,,,,,,3,0,0,1,2
558,5235.592,2021,6,1,4,1,1,0,0,0,1,1,10,1,0,5,4,5,2,1,4,4,5,5,4,5,1,16,2,1,,,,,,3,0,0,4,2
559,1485.605,2021,2,0,1,4,3,0,0,0,1,3,8,5,0,7,7,8,3,1,4,4,7,8,3,5,1,17,2,2,,,,,,3,1,1,2,2
560,423.4166,2021,6,0,2,1,3,1,0,0,2,1,7,1,1,4,8,7,3,1,1,4,7,8,5,6,1,12,1,1,,,,,,8,0,0,1,3
561,1605.828,2021,5,0,4,4,3,1,0,0,2,3,6,1,0,10,9,9,4,1,2,5,9,10,8,9,1,17,1,1,,,,,,3,0,0,1,2
562,1561.254,2021,4,1,4,1,3,1,1,1,1,3,9,1,0,8,7,7,2,2,3,4,3,8,2,3,1,20,1,1,,,,,,4,0,0,1,2
563,569.3007,2021,1,0,1,2,3,1,0,0,1,2,9,3,0,5,5,7,2,1,4,4,3,0,0,0,1,4,3,2,,,,,,3,0,0,1,1
564,1732.199,2021,4,0,1,3,1,0,0,0,1,1,2,1,0,6,4,5,2,2,4,4,6,8,4,7,1,17,99,1,,,,,,9,0,0,3,3
565,2628.65,2021,5,0,1,4,1,0,0,0,2,2,2,1,0,7,8,7,4,1,4,5,8,8,7,8,1,19,1,1,,,,,,3,0,0,2,1
566,2753.678,2021,1,0,4,1,3,0,0,0,3,1,8,1,0,5,10,10,3,1,4,5,8,8,7,9,0,16,1,1,,,,,,8,0,0,1,3
567,11413.94,2021,6,1,4,2,1,0,0,0,3,1,9,2,0,5,8,8,3,1,3,5,8,7,5,7,1,16,2,1,,,,,,4,0,0,1,2
568,1007.725,2021,1,0,3,1,1,0,0,0,3,2,9,2,1,6,6,2,2,3,5,4,1,2,1,2,99,19,1,2,,,,,,3,1,1,3,3
569,1025.078,2021,4,1,3,3,3,1,0,0,3,3,5,6,0,5,9,9,4,1,5,5,6,6,5,6,1,17,1,2,,,,,,8,0,0,1,5
570,2993.2,2021,6,1,4,4,1,1,0,0,3,2,5,1,0,8,10,10,5,1,3,5,8,8,8,7,1,20,1,1,,,,,,3,0,0,1,1
571,2884.111,2021,1,0,4,2,1,1,1,2,3,2,10,1,0,8,6,8,3,2,4,5,5,5,8,5,0,16,1,1,,,,,,4,0,0,5,2
572,2029.85,2021,2,0,4,1,1,0,1,1,3,1,6,1,0,4,7,10,2,2,5,5,1,4,0,3,1,5,3,2,,,,,,8,0,1,1,3
573,1725.698,2021,6,1,1,2,1,1,0,0,3,1,8,5,0,0,10,7,2,1,4,2,3,6,8,5,1,8,4,2,,,,,,4,0,1,2,3
574,7361.551,2021,6,0,4,4,1,0,0,0,2,3,6,6,0,10,6,10,3,2,5,3,8,8,7,7,1,20,1,1,,,,,,8,1,1,2,2
575,647.106,2021,2,0,1,4,1,1,1,1,3,3,10,4,0,7,9,10,5,2,5,5,7,8,3,5,0,18,2,1,,,,,,3,0,0,1,1
576,1303.556,2021,3,0,4,3,3,1,1,3,1,3,3,6,0,5,9,8,3,2,4,5,7,9,5,5,1,10,1,2,,,,,,3,0,0,2,2
577,2103.489,2021,4,0,4,1,3,1,1,2,1,2,8,1,0,8,8,7,3,2,3,4,7,9,4,7,1,14,2,2,,,,,,3,0,0,1,2
578,4585.736,2021,6,0,4,2,1,1,0,0,2,1,1,1,0,8,8,6,2,1,4,4,9,8,7,8,1,14,2,1,,,,,,4,0,0,2,4
579,2716.959,2021,3,0,4,4,1,1,1,3,1,2,4,2,0,7,8,8,5,1,2,4,6,8,6,6,1,19,3,2,,,,,,8,0,0,3,6
580,5559.011,2021,3,1,4,2,1,1,1,2,1,2,8,5,0,4,7,8,3,1,3,4,3,8,5,3,0,13,3,2,,,,,,3,0,0,1,2
581,1032.162,2021,6,1,4,2,3,0,0,0,3,1,8,1,1,10,5,5,2,1,3,5,6,4,6,5,0,19,2,2,,,,,,4,1,0,3,3
582,8537.233,2021,4,1,4,4,1,1,0,0,1,3,4,1,0,9,8,9,4,1,4,5,8,8,6,6,1,19,1,1,,,,,,4,1,0,2,2
583,1840.474,2021,6,1,4,2,3,0,0,0,1,1,9,1,1,5,8,8,1,1,5,5,5,8,3,5,1,20,1,1,,,,,,1,0,0,1,1
584,3743.79,2021,1,1,4,1,1,0,0,0,2,3,7,1,0,4,8,10,4,1,4,5,8,8,6,7,1,19,1,1,,,,,,4,1,0,3,1
585,1196.374,2021,4,0,4,4,3,1,1,2,2,3,3,6,0,9,8,7,4,2,5,4,8,8,7,8,1,19,2,2,,,,,,3,0,0,1,2
586,3370.628,2021,3,0,4,4,1,1,1,1,1,3,1,1,0,6,9,9,3,1,4,5,6,7,5,7,1,19,1,1,,,,,,3,0,0,1,1
587,2648.077,2021,6,0,4,1,1,1,0,0,3,2,10,2,0,10,10,10,4,1,5,4,10,10,0,0,1,20,1,2,,,,,,4,0,0,1,4
588,704.6828,2021,1,0,4,3,3,0,1,1,3,1,9,6,0,7,5,7,1,1,4,3,4,4,2,4,1,10,4,3,,,,,,9,0,0,4,2
589,919.1563,2021,6,0,4,3,3,0,0,0,3,2,9,1,0,7,8,8,4,1,2,5,6,10,6,6,1,19,1,1,,,,,,3,0,0,1,2
590,945.3981,2021,5,1,4,1,3,0,0,0,3,2,8,1,0,2,5,6,4,2,4,5,8,8,8,8,1,12,2,1,,,,,,5,0,0,3,2
591,1347.678,2021,1,1,4,4,3,1,0,0,2,3,3,1,0,8,9,10,4,1,3,4,8,8,5,4,1,18,1,1,,,,,,4,0,0,1,2
592,200.9608,2021,1,0,1,3,3,0,0,0,2,3,2,1,1,7,7,10,5,1,3,5,6,8,0,2,0,8,2,1,,,,,,3,0,0,4,4
593,107.2895,2021,3,0,1,4,3,1,1,2,1,3,9,2,0,5,7,7,3,2,4,5,5,7,4,1,1,7,1,2,,,,,,4,0,0,1,2
594,1313.213,2021,4,0,4,1,3,1,1,1,1,3,5,1,0,9,9,10,5,2,4,5,9,10,9,9,1,20,1,1,,,,,,5,0,0,1,1
595,1178.466,2021,1,0,1,2,1,0,0,0,3,2,7,2,0,7,9,10,5,1,5,5,8,9,5,6,1,17,2,2,,,,,,9,0,0,2,1
596,2213.292,2021,5,0,4,1,1,1,0,0,2,1,3,6,1,8,8,7,3,1,4,4,8,8,2,7,1,14,1,1,,,,,,3,0,0,1,3
597,6536.888,2021,3,1,4,2,1,1,0,0,1,2,5,6,0,5,6,8,3,1,4,4,8,8,5,5,1,18,1,1,,,,,,3,0,0,2,1
598,3791.241,2021,6,1,4,2,1,1,0,0,1,2,2,6,0,0,9,9,5,1,3,5,8,10,4,6,1,18,1,1,,,,,,4,0,0,1,2
599,6497.438,2021,6,1,4,1,1,0,0,0,2,1,7,1,0,6,7,8,3,1,2,4,5,8,4,5,1,16,2,1,,,,,,4,0,0,2,2
600,3606.653,2021,3,1,4,3,1,1,0,0,1,3,6,1,0,10,8,10,4,1,4,5,7,8,5,6,1,18,4,3,,,,,,3,1,0,1,2
601,1087.216,2021,6,0,1,1,1,1,0,0,2,1,7,1,0,9,10,9,4,1,4,5,7,9,5,6,1,18,1,1,,,,,,3,0,0,1,3
602,224.351,2021,5,1,1,2,3,1,0,0,1,2,9,6,0,3,5,5,3,1,4,3,8,9,7,9,1,11,1,2,,,,,,1,1,1,2,5
603,4550.339,2021,1,1,4,1,1,0,0,0,1,2,8,1,1,7,10,10,3,1,5,3,8,9,7,9,1,8,99,1,,,,,,9,1,0,3,3
604,4550.339,2021,2,0,4,4,1,1,0,0,3,3,4,1,0,3,8,8,3,2,5,5,8,6,5,5,1,9,4,3,,,,,,4,1,0,2,3
605,1131.87,2021,2,1,4,1,3,0,0,0,3,2,7,1,0,4,6,7,2,1,3,5,6,6,7,7,1,12,1,2,,,,,,8,0,0,1,1
606,1131.87,2021,4,0,4,2,3,1,0,0,3,3,7,4,0,8,8,8,5,1,4,5,8,10,9,9,0,14,1,1,,,,,,3,0,0,2,1
607,1671.418,2021,6,1,4,2,3,1,0,0,2,1,1,6,1,10,10,10,3,1,2,4,8,5,4,5,1,16,1,1,,,,,,8,0,0,3,2
608,1861.833,2021,2,0,4,1,3,0,1,1,3,1,10,3,0,10,4,4,4,2,4,4,4,5,4,4,0,0,99,3,,,,,,5,0,0,2,2
609,6640.489,2021,2,0,4,1,1,1,1,1,1,2,10,1,0,7,6,6,5,2,5,3,6,8,0,5,1,17,1,1,,,,,,5,0,1,4,5
610,3599.859,2021,4,1,4,2,3,1,0,0,2,2,1,6,0,10,7,8,4,1,4,4,7,8,9,8,1,18,1,1,,,,,,8,0,0,1,4
611,13276.94,2021,3,1,4,3,1,1,1,2,1,1,7,6,0,4,10,8,4,1,4,2,10,10,10,10,1,10,4,2,,,,,,2,0,0,3,3
612,5001.54,2021,3,0,4,2,3,1,1,2,3,2,9,6,0,5,6,6,3,1,4,4,5,10,5,8,0,3,3,2,,,,,,4,1,1,1,2
613,15067.32,2021,2,1,4,4,1,1,0,0,1,2,4,5,0,4,8,7,4,1,3,4,6,5,3,5,0,18,1,1,,,,,,9,0,0,1,2
614,232.3188,2021,2,0,2,1,3,1,1,3,1,3,6,6,0,8,8,9,4,2,4,5,9,10,8,8,1,19,1,1,,,,,,4,0,0,1,2
615,1250.147,2021,1,0,1,1,1,0,0,0,1,1,6,1,0,8,9,10,4,1,4,5,8,10,8,6,99,15,1,1,,,,,,3,0,0,1,1
616,1578.065,2021,6,1,3,1,1,0,0,0,3,1,9,1,0,6,7,8,4,2,2,3,8,8,8,7,1,19,1,1,,,,,,3,1,1,3,2
617,1123.32,2021,5,0,1,3,3,1,0,0,1,3,10,6,0,3,5,5,3,1,3,4,8,10,8,8,1,15,2,2,,,,,,3,0,0,2,4
618,2273.549,2021,3,0,4,4,3,1,1,2,2,3,3,2,0,10,10,10,5,1,3,5,4,3,2,4,1,20,1,1,,,,,,8,0,0,2,4
619,4448.962,2021,6,1,4,1,1,1,0,0,1,3,5,1,0,8,10,8,3,1,4,4,8,10,8,10,0,19,1,1,,,,,,3,0,0,1,2
620,1423.589,2021,6,0,4,1,3,1,0,0,2,3,4,1,1,10,7,9,4,1,2,5,8,9,6,8,1,20,1,1,,,,,,8,0,0,2,3
621,3558.133,2021,1,1,4,1,1,0,0,0,3,3,8,6,0,3,10,10,3,1,2,3,3,1,2,2,0,15,3,1,,,,,,4,1,1,1,3
622,13270.83,2021,4,0,4,3,1,1,0,0,2,3,2,1,0,10,8,8,3,2,2,3,4,2,2,2,1,17,1,1,,,,,,5,1,1,1,3
623,18520.99,2021,2,0,4,4,1,1,1,1,1,3,7,1,0,4,7,10,2,1,4,4,8,10,8,7,1,16,2,1,,,,,,3,0,1,3,3
624,10587.59,2021,3,0,4,4,1,0,0,0,3,3,5,6,0,7,6,9,5,1,4,3,7,9,3,9,0,12,1,1,,,,,,9,0,1,4,1
625,5453.129,2021,6,0,4,3,3,1,0,0,1,3,8,6,1,5,8,9,3,1,4,3,7,8,0,4,1,16,1,1,,,,,,5,0,1,1,1
626,16693.01,2021,1,0,4,3,1,0,0,0,2,3,5,1,0,6,8,8,3,3,5,4,5,2,4,3,0,13,2,1,,,,,,3,1,1,3,4
627,1224.747,2021,3,1,3,4,3,1,0,0,3,1,4,6,0,3,3,3,3,2,2,2,2,7,4,4,0,8,2,2,,,,,,5,0,0,2,5
628,9175.908,2021,6,1,4,2,1,1,0,0,2,1,7,1,0,8,9,9,4,1,3,5,9,8,5,5,1,14,2,1,,,,,,3,0,0,1,3
629,1437.13,2021,1,0,4,1,3,0,0,0,3,2,1,1,0,5,8,7,5,1,4,5,8,7,9,7,1,12,1,1,,,,,,8,0,0,3,3
630,64.81984,2021,6,0,3,1,2,1,0,0,3,1,6,3,0,4,7,7,2,1,4,5,0,3,1,3,1,13,1,1,,,,,,8,0,1,1,1
631,6223.526,2021,6,1,4,2,1,1,0,0,2,1,3,6,1,4,5,6,1,2,4,2,4,7,0,3,1,5,2,2,,,,,,4,1,0,2,3
632,1275.985,2021,2,1,4,4,3,0,0,0,1,3,9,1,0,10,8,8,3,1,3,5,7,7,4,5,1,19,2,1,,,,,,8,0,0,2,2
633,2404.126,2021,6,0,4,1,3,0,0,0,2,1,8,1,0,8,6,6,4,1,4,5,8,8,6,6,1,14,3,1,,,,,,3,0,0,3,4
634,287.0053,2021,6,1,3,2,3,0,0,0,2,1,1,1,0,7,9,10,4,1,3,5,7,10,3,2,1,20,1,1,,,,,,3,0,1,1,3
635,3507.709,2021,3,0,4,4,1,1,1,3,1,3,5,1,0,5,8,8,4,1,4,4,6,10,6,3,1,17,2,2,,,,,,3,0,0,2,3
636,2483.78,2021,6,1,4,3,3,0,0,0,2,2,4,1,0,7,7,8,2,1,2,5,9,9,7,8,1,18,1,1,,,,,,3,0,0,4,2
637,2417.108,2021,4,0,3,3,1,1,1,2,2,3,1,1,0,8,9,9,5,2,4,4,7,7,3,5,1,18,2,1,,,,,,4,0,0,1,1
638,1809.233,2021,6,0,4,4,3,0,0,0,2,1,8,6,0,10,4,8,3,1,1,4,9,9,5,9,1,20,2,1,,,,,,4,1,1,2,1
639,7569.411,2021,6,0,4,1,1,0,0,0,2,1,7,1,0,8,10,6,3,1,3,5,8,10,4,6,1,19,2,1,,,,,,5,0,0,2,2
640,415.0249,2021,4,1,2,1,1,0,0,0,3,2,2,1,0,8,5,8,3,1,4,4,9,9,3,3,1,15,1,1,,,,,,8,0,0,3,6
641,18985.03,2021,3,0,4,3,1,1,1,2,3,1,8,4,0,4,7,9,3,1,3,4,5,10,5,8,0,7,2,3,,,,,,1,0,1,1,2
642,5997.249,2021,2,0,4,2,1,1,1,2,1,1,8,1,0,6,5,8,2,1,3,3,5,5,3,3,1,9,2,2,,,,,,4,1,1,1,6
643,5855.953,2021,2,0,4,2,3,0,0,0,1,3,3,5,0,10,7,7,3,1,3,3,7,8,7,7,0,18,1,1,,,,,,8,0,1,2,1
644,3858.134,2021,1,1,4,1,1,1,0,0,3,1,9,1,0,6,7,8,4,1,4,3,7,5,3,6,1,17,2,1,,,,,,5,1,1,1,1
645,3757.431,2021,6,1,4,4,3,1,0,0,1,3,9,1,0,8,9,9,5,1,4,5,8,7,6,6,1,12,1,1,,,,,,3,0,1,3,3
646,1934.25,2021,6,0,4,1,3,1,0,0,2,1,6,2,1,4,7,7,4,1,4,5,8,7,5,8,1,15,1,1,,,,,,4,0,0,2,3
647,6893.354,2021,3,0,4,4,1,0,1,2,1,2,10,1,0,5,6,8,3,2,4,3,5,8,3,5,1,15,2,3,,,,,,3,0,0,1,3
648,6893.354,2021,2,1,4,1,1,0,0,0,1,2,9,1,0,4,8,6,4,1,3,4,5,5,4,4,1,5,1,1,,,,,,3,0,0,1,2
649,1609.275,2021,2,1,4,4,3,1,1,1,3,3,4,4,0,7,5,7,5,1,3,5,8,10,6,5,0,12,2,3,,,,,,8,0,1,1,1
650,2838.118,2021,4,1,4,4,1,1,0,0,1,3,2,6,0,7,7,9,4,1,3,3,8,10,7,9,1,11,4,2,,,,,,8,0,0,1,5
651,1375.751,2021,6,0,4,1,1,1,0,0,2,3,9,1,0,10,8,7,3,2,2,4,9,10,7,7,1,20,1,1,,,,,,8,0,1,1,1
652,9709.211,2021,3,1,4,2,1,1,1,2,2,2,3,1,0,8,7,8,4,1,3,5,7,7,5,5,0,8,3,2,,,,,,8,0,0,2,3
653,930.4944,2021,2,0,4,4,3,1,0,0,3,2,7,1,0,9,7,9,4,2,5,5,7,8,6,8,1,12,4,2,,,,,,9,1,1,3,2
654,3958.237,2021,6,1,3,1,1,0,0,0,2,2,9,1,0,7,7,6,3,1,3,5,8,8,2,4,1,18,1,1,,,,,,3,0,0,4,2
655,6456.985,2021,5,0,4,4,1,1,0,0,2,3,4,6,0,4,8,9,4,1,5,5,7,7,6,8,1,10,2,2,,,,,,3,0,1,1,3
656,1337.897,2021,6,0,4,1,1,1,0,0,2,1,2,1,0,10,9,10,5,1,1,5,8,9,5,4,1,19,1,1,,,,,,3,0,0,1,2
657,2063.56,2021,6,1,4,2,1,1,0,0,2,1,5,1,0,10,9,9,2,1,4,5,7,9,7,6,1,18,1,1,,,,,,4,0,0,1,2
658,2452.476,2021,6,1,4,4,1,0,0,0,2,2,7,6,0,10,7,8,4,1,1,3,7,8,6,6,1,20,2,1,,,,,,3,0,0,1,3
659,6002.507,2021,1,1,4,1,1,0,0,0,1,3,8,1,0,7,8,9,3,2,5,4,8,5,3,6,99,14,1,1,,,,,,2,0,1,2,2
660,480.5778,2021,3,1,1,2,1,1,1,2,1,2,10,1,0,5,6,5,3,1,4,4,8,9,7,10,1,7,1,2,,,,,,8,0,0,1,2
661,1529.191,2021,3,1,4,1,1,1,1,1,1,3,6,1,0,5,8,7,4,2,4,4,4,7,6,6,1,15,1,1,,,,,,5,1,0,1,3
662,4430.081,2021,6,0,4,4,1,1,0,0,3,2,3,1,0,4,5,5,3,1,5,4,7,5,4,5,1,13,2,1,,,,,,3,1,0,2,5
663,1235.207,2021,6,1,4,2,3,1,0,0,2,1,10,2,0,7,10,10,4,1,2,5,8,9,5,6,1,16,2,1,,,,,,3,0,0,1,2
664,1235.207,2021,5,0,4,1,3,1,0,0,2,3,2,2,0,5,6,8,2,1,2,4,8,9,5,5,1,14,2,1,,,,,,9,1,0,1,3
665,266.237,2021,1,0,3,1,1,0,0,0,2,3,4,1,0,9,7,8,3,2,4,5,5,8,5,8,99,15,1,1,,,,,,1,0,1,1,4
666,1673.91,2021,2,1,4,1,3,1,1,1,1,3,1,1,0,6,5,5,5,1,2,5,3,6,3,7,1,19,2,1,,,,,,4,0,0,1,3
667,3328.959,2021,5,0,4,1,1,0,0,0,2,1,3,1,1,7,5,8,2,1,1,5,9,10,0,0,1,14,1,1,,,,,,5,0,0,2,3
668,1910.471,2021,5,1,4,4,3,0,0,0,2,3,6,1,0,6,4,6,2,1,4,5,6,6,5,5,1,19,2,1,,,,,,4,0,0,3,4
669,1612.54,2021,6,0,4,1,1,1,0,0,2,1,2,1,0,9,10,10,4,1,1,5,9,10,6,6,1,14,1,1,,,,,,3,0,0,2,5
670,11839.31,2021,4,1,4,2,1,0,0,0,1,3,6,1,0,6,6,9,5,2,3,5,8,6,0,0,1,12,1,2,,,,,,8,0,0,4,2
671,13053.7,2021,2,0,4,2,1,1,1,2,1,3,1,6,0,6,6,8,3,1,4,5,8,10,7,6,1,16,2,1,,,,,,4,0,1,1,1
672,2843.631,2021,5,0,4,3,1,1,0,0,2,2,2,6,0,6,6,10,2,1,4,3,9,9,7,9,1,7,2,2,,,,,,8,0,0,2,4
673,665.7569,2021,5,0,2,3,1,0,0,0,1,1,6,1,0,4,8,9,4,1,4,3,6,8,4,5,1,12,1,1,,,,,,4,1,0,2,3
